concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
37206717,Near fatal asthma,Condition,SNOMED,Clinical Finding,S,786836003,7/31/19,12/31/99,NA
4119300,Colophony asthma,Condition,SNOMED,Clinical Finding,S,233687002,1/31/02,12/31/99,NA
45572171,Other asthma,Condition,ICD10CM,6-char billing code,NA,J45.998,1/1/70,12/31/99,NA
4022592,Millers' asthma,Condition,SNOMED,Clinical Finding,S,11641008,1/31/02,12/31/99,NA
4191479,Allergic asthma,Condition,SNOMED,Clinical Finding,S,389145006,1/31/03,12/31/99,NA
37108580,Severe controlled persistent asthma,Condition,SNOMED,Clinical Finding,S,10675391000119101,7/31/17,12/31/99,NA
443801,Exercise-induced asthma,Condition,SNOMED,Clinical Finding,S,31387002,1/31/02,12/31/99,NA
45768911,Exacerbation of mild persistent asthma,Condition,SNOMED,Clinical Finding,S,707445000,1/31/15,12/31/99,NA
45769352,Acute severe exacerbation of mild persistent asthma,Condition,SNOMED,Clinical Finding,S,707981009,1/31/15,12/31/99,NA
46273452,Acute exacerbation of asthma co-occurrent with allergic rhinitis,Condition,SNOMED,Clinical Finding,S,9.9031E+13,7/31/15,12/31/99,NA
4120261,Sulfite-induced asthma,Condition,SNOMED,Clinical Finding,S,233688007,1/31/02,12/31/99,NA
42539549,Uncomplicated allergic asthma,Condition,SNOMED,Clinical Finding,S,735588005,1/31/18,12/31/99,NA
4155470,Occasional asthma,Condition,SNOMED,Clinical Finding,S,370220003,7/31/02,12/31/99,NA
4145356,Severe persistent asthma,Condition,SNOMED,Clinical Finding,S,426656000,7/31/07,12/31/99,NA
45586674,Exercise induced bronchospasm,Condition,ICD10CM,6-char billing code,NA,J45.990,1/1/70,12/31/99,NA
37208352,Severe asthma with fungal sensitisation,Condition,SNOMED,Clinical Finding,S,1103911000000103,6/1/19,12/31/99,NA
46274124,Acute severe exacerbation of mild persistent allergic asthma,Condition,SNOMED,Clinical Finding,S,10675911000119109,7/31/15,12/31/99,NA
255573,Chronic obstructive lung disease,Condition,SNOMED,Clinical Finding,S,13645005,1/31/02,12/31/99,NA
42690582,Moderate acute exacerbation of asthma,Condition,SNOMED,Clinical Finding,NA,1064811000000103,4/1/17,4/1/18,U
45601134,Unspecified asthma with (acute) exacerbation,Condition,ICD10CM,6-char billing code,NA,J45.901,1/1/70,12/31/99,NA
45768910,Uncomplicated asthma,Condition,SNOMED,Clinical Finding,S,707444001,1/31/15,12/31/99,NA
45557625,Nonallergic asthma,Condition,ICD10,ICD10 code,NA,J45.1,5/1/90,12/31/99,NA
37310241,Intermittent allergic asthma,Condition,SNOMED,Clinical Finding,S,10674991000119104,1/31/20,12/31/99,NA
45601133,"Moderate persistent asthma, uncomplicated",Condition,ICD10CM,5-char billing code,NA,J45.40,1/1/70,12/31/99,NA
4311814,Byssinosis,Condition,SNOMED,Clinical Finding,S,85761009,1/31/02,12/31/99,NA
45543270,Unspecified asthma with status asthmaticus,Condition,ICD10CM,6-char billing code,NA,J45.902,1/1/70,12/31/99,NA
4051466,Childhood asthma,Condition,SNOMED,Clinical Finding,S,233678006,1/31/02,12/31/99,NA
4233784,Asthmatic bronchitis,Condition,SNOMED,Clinical Finding,S,405944004,1/31/04,12/31/99,NA
4142738,Moderate persistent asthma,Condition,SNOMED,Clinical Finding,S,427295004,7/31/07,12/31/99,NA
4027669,Flax-dressers' disease,Condition,SNOMED,Clinical Finding,S,13151001,1/31/02,12/31/99,NA
764677,Persistent asthma,Condition,SNOMED,Clinical Finding,S,5.281E+12,3/1/12,12/31/99,NA
4312524,Substance induced asthma,Condition,SNOMED,Clinical Finding,S,424199006,1/31/07,12/31/99,NA
45772937,Exacerbation of moderate persistent asthma,Condition,SNOMED,Clinical Finding,S,707446004,1/31/15,12/31/99,NA
252658,Intrinsic asthma without status asthmaticus,Condition,SNOMED,Clinical Finding,S,12428000,1/31/02,12/31/99,NA
4145497,Intrinsic asthma,Condition,SNOMED,Clinical Finding,S,266361008,1/31/02,12/31/99,NA
44810117,Chronic asthma with fixed airflow obstruction,Condition,SNOMED,Clinical Finding,S,8.66881E+14,4/1/13,12/31/99,NA
46269785,Acute severe exacerbation of moderate persistent asthma co-occurrent with allergic rhinitis,Condition,SNOMED,Clinical Finding,S,10676511000119109,7/31/15,12/31/99,NA
45596282,Asthma,Condition,ICD10,ICD10 Hierarchy,NA,J45,5/1/90,12/31/99,NA
45581860,Severe persistent asthma with status asthmaticus,Condition,ICD10CM,5-char billing code,NA,J45.52,1/1/70,12/31/99,NA
46269767,Acute severe exacerbation of asthma co-occurrent with allergic rhinitis,Condition,SNOMED,Clinical Finding,S,10674711000119105,7/31/15,12/31/99,NA
4141978,Intermittent asthma,Condition,SNOMED,Clinical Finding,S,427603009,7/31/07,12/31/99,NA
4152913,Severe asthma,Condition,SNOMED,Clinical Finding,S,370221004,7/31/02,12/31/99,NA
4250128,Aspirin-induced asthma,Condition,SNOMED,Clinical Finding,S,407674008,1/31/04,12/31/99,NA
45586675,Cough variant asthma,Condition,ICD10CM,6-char billing code,NA,J45.991,1/1/70,12/31/99,NA
36684328,Acute severe exacerbation of allergic asthma,Condition,SNOMED,Clinical Finding,S,782513000,1/31/19,12/31/99,NA
45562457,"Unspecified asthma, uncomplicated",Condition,ICD10CM,6-char billing code,NA,J45.909,1/1/70,12/31/99,NA
46269784,Moderate persistent allergic asthma,Condition,SNOMED,Clinical Finding,S,10676391000119108,7/31/15,12/31/99,NA
313236,Cough variant asthma,Condition,SNOMED,Clinical Finding,S,409663006,7/31/04,12/31/99,NA
257581,Acute asthma,Condition,SNOMED,Clinical Finding,S,281239006,1/31/02,12/31/99,NA
40481763,Acute exacerbation of chronic asthmatic bronchitis,Condition,SNOMED,Clinical Finding,S,442025000,7/31/09,12/31/99,NA
45572170,Mild intermittent asthma with status asthmaticus,Condition,ICD10CM,5-char billing code,NA,J45.22,1/1/70,12/31/99,NA
45576951,"Mild persistent asthma, uncomplicated",Condition,ICD10CM,5-char billing code,NA,J45.30,1/1/70,12/31/99,NA
46270029,Mild persistent asthma co-occurrent with allergic rhinitis,Condition,SNOMED,Clinical Finding,S,1.25011E+14,7/31/15,12/31/99,NA
4212099,Occupational asthma,Condition,SNOMED,Clinical Finding,S,57607007,1/31/02,12/31/99,NA
4123253,Hay fever with asthma,Condition,SNOMED,Clinical Finding,S,233683003,1/31/02,12/31/99,NA
4225554,Isocyanate induced asthma,Condition,SNOMED,Clinical Finding,S,404808000,1/31/04,12/31/99,NA
4155468,Mild asthma,Condition,SNOMED,Clinical Finding,S,370218001,7/31/02,12/31/99,NA
45773005,Acute exacerbation of intrinsic asthma,Condition,SNOMED,Clinical Finding,S,708094006,1/31/15,12/31/99,NA
45591558,Moderate persistent asthma,Condition,ICD10CM,4-char nonbill code,NA,J45.4,12/30/06,12/31/99,NA
256448,Chronic asthmatic bronchitis,Condition,SNOMED,Clinical Finding,S,195949008,1/31/02,12/31/99,NA
42536648,Acute severe exacerbation of asthma co-occurrent and due to allergic asthma,Condition,SNOMED,Clinical Finding,NA,735587000,1/31/18,1/31/19,U
45769350,Acute severe exacerbation of severe persistent asthma,Condition,SNOMED,Clinical Finding,S,707979007,1/31/15,12/31/99,NA
45771045,Acute exacerbation of asthma,Condition,SNOMED,Clinical Finding,NA,708038006,1/31/15,7/31/21,U
4309833,Non-IgE mediated allergic asthma,Condition,SNOMED,Clinical Finding,S,423889005,1/31/07,12/31/99,NA
4143474,Bakers' asthma,Condition,SNOMED,Clinical Finding,S,34015007,1/31/02,12/31/99,NA
37116845,Acute severe refractory exacerbation of asthma,Condition,SNOMED,Clinical Finding,S,733858005,7/31/17,12/31/99,NA
45572169,Mild intermittent asthma with (acute) exacerbation,Condition,ICD10CM,5-char billing code,NA,J45.21,1/1/70,12/31/99,NA
45548116,"Mild intermittent asthma, uncomplicated",Condition,ICD10CM,5-char billing code,NA,J45.20,1/1/70,12/31/99,NA
45769351,Acute severe exacerbation of moderate persistent asthma,Condition,SNOMED,Clinical Finding,S,707980005,1/31/15,12/31/99,NA
45572168,Mild intermittent asthma,Condition,ICD10CM,4-char nonbill code,NA,J45.2,12/30/06,12/31/99,NA
46273487,Acute exacerbation of moderate persistent asthma,Condition,SNOMED,Clinical Finding,NA,1.35171E+14,7/31/15,7/31/21,U
4138760,Exacerbation of intermittent asthma,Condition,SNOMED,Clinical Finding,S,425969006,7/31/07,12/31/99,NA
45769442,Acute severe exacerbation of immunoglobin E-mediated allergic asthma,Condition,SNOMED,Clinical Finding,S,708095007,1/31/15,12/31/99,NA
46273635,Steroid dependent asthma,Condition,SNOMED,Clinical Finding,S,2360001000004109,7/31/15,12/31/99,NA
43530693,Acute exacerbation of chronic obstructive airways disease with asthma,Condition,SNOMED,Clinical Finding,S,1.751E+12,7/31/13,12/31/99,NA
4147509,Allergic-infective asthma,Condition,SNOMED,Clinical Finding,NA,30352005,1/31/02,1/31/19,D
45567265,"Severe persistent asthma, uncomplicated",Condition,ICD10CM,5-char billing code,NA,J45.50,1/1/70,12/31/99,NA
40483397,Seasonal asthma,Condition,SNOMED,Clinical Finding,S,445427006,7/31/10,12/31/99,NA
45557624,Predominantly allergic asthma,Condition,ICD10,ICD10 code,NA,J45.0,5/1/90,12/31/99,NA
43530745,Asthma with irreversible airway obstruction,Condition,SNOMED,Clinical Finding,S,4.01E+11,7/31/13,12/31/99,NA
45769441,Acute exacerbation of allergic asthma,Condition,SNOMED,Clinical Finding,S,708093000,1/31/15,12/31/99,NA
45768963,Uncomplicated mild persistent asthma,Condition,SNOMED,Clinical Finding,S,707511009,1/31/15,12/31/99,NA
45557626,Moderate persistent asthma with status asthmaticus,Condition,ICD10CM,5-char billing code,NA,J45.42,1/1/70,12/31/99,NA
46270028,Severe persistent asthma co-occurrent with allergic rhinitis,Condition,SNOMED,Clinical Finding,S,1.24991E+14,7/31/15,12/31/99,NA
45772073,Asthma in mother complicating childbirth,Condition,SNOMED,Clinical Finding,S,10742121000119104,7/31/14,12/31/99,NA
42690663,Life threatening acute exacerbation of asthma,Condition,SNOMED,Clinical Finding,NA,1064821000000109,4/1/17,4/1/18,U
1569490,Unspecified asthma,Condition,ICD10CM,5-char nonbill code,NA,J45.90,1/1/12,12/31/99,NA
45591559,Severe persistent asthma,Condition,ICD10CM,4-char nonbill code,NA,J45.5,12/30/06,12/31/99,NA
4057952,Meat-wrappers' asthma,Condition,SNOMED,Clinical Finding,S,19849005,1/31/02,12/31/99,NA
45543269,Moderate persistent asthma with (acute) exacerbation,Condition,ICD10CM,5-char billing code,NA,J45.41,1/1/70,12/31/99,NA
1569491,Other asthma,Condition,ICD10CM,5-char nonbill code,NA,J45.99,1/1/12,12/31/99,NA
4080516,Printers' asthma,Condition,SNOMED,Clinical Finding,S,18041002,1/31/02,12/31/99,NA
45576952,Mild persistent asthma with status asthmaticus,Condition,ICD10CM,5-char billing code,NA,J45.32,1/1/70,12/31/99,NA
4245676,Chemical-induced asthma,Condition,SNOMED,Clinical Finding,S,92807009,1/31/02,12/31/99,NA
46269770,Severe persistent allergic asthma,Condition,SNOMED,Clinical Finding,S,10675431000119106,7/31/15,12/31/99,NA
312950,IgE-mediated allergic asthma,Condition,SNOMED,Clinical Finding,S,424643009,1/31/07,12/31/99,NA
45766727,Allergic asthma due to Dermatophagoides pteronyssinus,Condition,SNOMED,Clinical Finding,S,703953004,1/31/15,12/31/99,NA
4155469,Moderate asthma,Condition,SNOMED,Clinical Finding,S,370219009,7/31/02,12/31/99,NA
45581859,Mild persistent asthma,Condition,ICD10CM,4-char nonbill code,NA,J45.3,12/30/06,12/31/99,NA
45548118,Mixed asthma,Condition,ICD10,ICD10 code,NA,J45.8,5/1/90,12/31/99,NA
4110051,Mixed asthma,Condition,SNOMED,Clinical Finding,S,195977004,1/31/02,12/31/99,NA
4146581,Mild intermittent asthma,Condition,SNOMED,Clinical Finding,S,427679007,7/31/07,12/31/99,NA
764949,"Persistent asthma, well controlled",Condition,SNOMED,Clinical Finding,S,9.01E+11,9/1/13,12/31/99,NA
45769443,Acute severe exacerbation of intrinsic asthma,Condition,SNOMED,Clinical Finding,S,708096008,1/31/15,12/31/99,NA
35609846,Life threatening acute exacerbation of allergic asthma,Condition,SNOMED,Clinical Finding,S,1086701000000102,10/1/17,12/31/99,NA
46269801,Aspirin exacerbated respiratory disease,Condition,SNOMED,Clinical Finding,S,10692681000119108,7/31/15,12/31/99,NA
46273462,Acute severe exacerbation of moderate persistent allergic asthma,Condition,SNOMED,Clinical Finding,S,10676431000119103,7/31/15,12/31/99,NA
46270030,Intermittent asthma co-occurrent with allergic rhinitis,Condition,SNOMED,Clinical Finding,S,1.25021E+14,7/31/15,12/31/99,NA
761844,Inhaled steroid-dependent asthma,Condition,SNOMED,Clinical Finding,S,16055311000119107,3/1/16,12/31/99,NA
45567266,Severe persistent asthma with (acute) exacerbation,Condition,ICD10CM,5-char billing code,NA,J45.51,1/1/70,12/31/99,NA
42536649,Uncomplicated non-allergic asthma,Condition,SNOMED,Clinical Finding,S,735589002,1/31/18,12/31/99,NA
4125022,Acute asthma,Condition,SNOMED,Clinical Finding,NA,304527002,1/31/02,7/31/21,U
4301938,Tea-makers' asthma,Condition,SNOMED,Clinical Finding,S,418395004,1/31/06,12/31/99,NA
42535716,Asthma in pregnancy,Condition,SNOMED,Clinical Finding,S,7.2301E+13,1/31/18,12/31/99,NA
37109103,Oral steroid-dependent asthma,Condition,SNOMED,Clinical Finding,S,16584951000119101,7/31/17,12/31/99,NA
45768964,Uncomplicated moderate persistent asthma,Condition,SNOMED,Clinical Finding,S,707512002,1/31/15,12/31/99,NA
4211530,Asthma caused by wood dust,Condition,SNOMED,Clinical Finding,S,56968009,1/31/02,12/31/99,NA
4271333,Allergic asthma without status asthmaticus,Condition,SNOMED,Clinical Finding,S,63088003,1/31/02,12/31/99,NA
4075237,Brittle asthma,Condition,SNOMED,Clinical Finding,S,225057002,1/31/02,12/31/99,NA
35609847,Life threatening acute exacerbation of intrinsic asthma,Condition,SNOMED,Clinical Finding,S,1086711000000100,10/1/17,12/31/99,NA
42538744,Exacerbation of allergic asthma,Condition,SNOMED,Clinical Finding,S,762521001,1/31/18,12/31/99,NA
45757063,Allergic bronchopulmonary mycosis,Condition,SNOMED,Clinical Finding,S,1.03781E+14,7/31/14,12/31/99,NA
42536207,Life threatening acute exacerbation of asthma,Condition,SNOMED,Clinical Finding,S,734904007,1/31/18,12/31/99,NA
45548117,Mild persistent asthma with (acute) exacerbation,Condition,ICD10CM,5-char billing code,NA,J45.31,1/1/70,12/31/99,NA
